camarapk,nome,UFNasc,UFAtuacao,codinomes,partidos,profissoes,cargos,legislaturas,foto,veja,politicosorg,wiki,curriculo,votocunha,urls,outros
122466,Ronaldo Manchado Martins,SP,,Ronaldo Martins,"PRB,PTN,PMN,PTC,PTdoB,PSL","Músico,radialista",,55,http://www.camara.gov.br/internet/deputado/bandep/131247.jpg,,,,,,http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=122466,
123099,Carlos Wilson Rocha de Queiroz Campos,PE,,Carlos Wilson,"ARENA,PMDB,PSDB,PTB,PT","Advogado, Administrador Público, Comerciante e Funcionário Público Federal",,53,http://www.camara.gov.br/internet/deputado/bandep/131873.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=123099&tipo=0,
123131,Epitácio Cafeteira Afonso Pereira,PB,,Epitácio Cafeteira,"UDN,MDB,PMDB,PPB,PMDB,PDC,PPR,PDT",Bancário e Técnico em Contabilidade,,,http://www.camara.gov.br/internet/deputado/bandep/131905.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=123131&tipo=0,
139355,Ademir Camilo Prates Rodrigues,MG,,Ademir Camilo,"PL,PSD,PROS,PTN","Advogado, Administrador Hospitalar, Médico Ginecologista e Obstetra, Médico do Trabalho e Médico Legista",,"52,53,54,55",http://www.camara.gov.br/internet/deputado/bandep/133374.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=139355&tipo=0,
139357,Jair de Oliveira,MG,,Jair De Oliveira,"PDT,PDC,PTB,PMDB",Pastor Evangélico,,52,http://www.camara.gov.br/internet/deputado/bandep/133376.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=139357&tipo=0,
139083,André Luiz Costa de Souza,RJ,,André Costa,"PT,sp,PDT",Diplomata,,52,http://www.camara.gov.br/internet/deputado/bandep/133377.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=139083&tipo=0,
139470,Ana Borges Neves de Alencar,GO,,Ana Alencar,"PL,PSDB,PL,PSDB",Odontóloga e Psicanalista,,52,http://www.camara.gov.br/internet/deputado/bandep/133440.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=139470&tipo=0,
101392,Francisco Diógenes de Araújo,CE,,Francisco Diógenes,"PDS,PPR,PMDB,PFL",Economista e Empresário,,,http://www.camara.gov.br/internet/deputado/bandep/133783.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101392&tipo=0,
105542,Aníbal Teixeira de Souza,MG,,Aníbal Teixeira,"PRP,MDB,PMDB,PTB,PP","Advogado, Administrador de Empresas, Professor, Empresário e Orientador Pedagógico",,,http://www.camara.gov.br/internet/deputado/bandep/133894.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=105542&tipo=0,
104709,Paulo César Hartung Gomes,ES,ES,Paulo Hartung,"PSB,MDB,PMDB,PSDB",Economista,,,http://www.camara.gov.br/internet/deputado/bandep/133934.jpg,,,pt.wikipedia.org/wiki/Paulo_Hartung,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=104709&tipo=0,
146207,Fernando Ricardo Galbiati Estima,SP,,Fernando Estima,"PL,PDT,PL,sp,PPS,sp",Empresário,,52,http://www.camara.gov.br/internet/deputado/bandep/136377.jpg,,,,Sanguessugas (Escândalo das Ambulâncias),,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=146207&tipo=0,
106357,Antero Paes de Barros Neto,MT,MT,Antero De Barros,"PMDB,PT,PDT,PSDB",Jornalista e Radialista,Senado,52,http://www.camara.gov.br/internet/deputado/bandep/139146.jpg,,,pt.wikipedia.org/wiki/Antero_Paes_de_Barros,Improbidade Administrativa e Formação de Quadrilha,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=106357&tipo=0,
106640,Francisco Rossi de Almeida,SP,,Francisco Rossi,"ARENA,PDS,PTB,PDT,PMDB",Advogado e Empresário na Área de Comunicação,,53,http://www.camara.gov.br/internet/deputado/bandep/139212.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=106640&tipo=0,
104014,Lídice da Mata E Souza,BA,,Lídice Da Mata,"PMDB,PCdoB,PSDB,PSB",Economista,,53,http://www.camara.gov.br/internet/deputado/bandep/139285.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=104014&tipo=0,
105924,José Renan Vasconcelos Calheiros,AL,AL,Renan Calheiros,"MDB,PMDB,PSDB,PRN",Advogado,,55,http://www.camara.gov.br/internet/deputado/bandep/139346.jpg,,,pt.wikipedia.org/wiki/Renan_Calheiros,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=105924&tipo=0,
163727,Clovis Corrêa de Oliveira Andrade Filho,PE,,Clóvis Corrêa,"PPB,PSDB,PSB,PRONA",Professor e Desembargador,,52,http://www.camara.gov.br/internet/deputado/bandep/141334.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=163727&tipo=0,
163759,Antônio Charles Lucena de Oliveira Méllo,PE,,Charles Lucena,"PDT,PSC,PPB,PSDB,PFL,PTB","Médico, Empresário, Educador e Político",,52.53,http://www.camara.gov.br/internet/deputado/bandep/141336.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=163759&tipo=0,
160649,Antônia Magalhães da Cruz,BA,,Tonha Magalhães,"PMDB,PMB,PFL,PDT,PP,PFL,PR",Comerciante,,53,http://www.camara.gov.br/internet/deputado/bandep/141382.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160649&tipo=0,
161328,Antônio Pedro Indio da Costa,RJ,,Indio Da Costa,"PFL,PTB,PFL,DEM,PSD",Advogado,,53.55,http://www.camara.gov.br/internet/deputado/bandep/141389.jpg,,,,"Arquivo 7, p. 4",,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161328&tipo=0,
160505,Carlos Alberto Moreira de Mendonça Canuto,AL,,Carlos Alberto Canuto,"PDT,PPB,PMDB,PSC",Agropecuarista,,53,http://www.camara.gov.br/internet/deputado/bandep/141397.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160505&tipo=0,
162356,Ciro Ferreira Gomes,SP,,Ciro Gomes,"PDS,PMDB,PSB,PPS,PSDB",Advogado e Professor Universitário,,53,http://www.camara.gov.br/internet/deputado/bandep/141406.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162356&tipo=0,
159030,Djalma Vando Berger,SC,,Djalma Berger,"PSDB,sp,PSB",Engenheiro Civil e Administrador,,53,http://www.camara.gov.br/internet/deputado/bandep/141415.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=159030&tipo=0,
160036,George Hilton Dos Santos Cecílio,BA,,George Hilton,"PST,PL,PP,PROS","Radialista, Apresentador de Televisão, Teólogo e Animador",,"53,54,55",http://www.camara.gov.br/internet/deputado/bandep/141441.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160036&tipo=0,
159958,Geraldo Roberto Siqueira de Souza,RJ,,Geraldo Pudim,"PDT,PSB,PMDB,PR",Administrador Público e Técnico em Edificações,,53,http://www.camara.gov.br/internet/deputado/bandep/141442.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=159958&tipo=0,
160989,Gerônimo Ciqueira da Silva,AL,,Gerônimo Da Adefal,"PSC,PTB,PPS,PSB,PFL",Técnico em Edificações,,53,http://www.camara.gov.br/internet/deputado/bandep/141444.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160989&tipo=0,
162961,Homero Barbosa Neto,SP,,Barbosa Neto,"PDT,PPB,PMN,PDT",Jornalista e Radialista,,53,http://www.camara.gov.br/internet/deputado/bandep/141449.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162961&tipo=0,
162890,João Oliveira de Sousa,MA,,João Oliveira,"PDC,PP,PL,PFL,DEM",Administrador de Empresas,,53,http://www.camara.gov.br/internet/deputado/bandep/141460.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162890&tipo=0,
160269,Jurandy Loureiro Barroso,ES,,Jurandy Loureiro,"PSC,PAN,PTB,PSC",Empresário de Transporte,,53,http://www.camara.gov.br/internet/deputado/bandep/141475.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160269&tipo=0,
160055,Juvenil Alves Ferreira Filho,MG,,Juvenil,"PT,sp,PRTB",Advogado,,53,http://www.camara.gov.br/internet/deputado/bandep/141477.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160055&tipo=0,
160161,Laerte Rodrigues Bessa,GO,,Laerte Bessa,"PMDB,sp,PSC",Delegado de Polícia,,53.55,http://www.camara.gov.br/internet/deputado/bandep/141478.jpg,,,,"Arquivo 7, p. 4",,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160161&tipo=0,
162058,Leandro José Mendes Sampaio Fernandes,RJ,,Leandro Sampaio,"PMDB,PSDB,PMDB,PPS",Engenheiro Agrônomo,,53,http://www.camara.gov.br/internet/deputado/bandep/141481.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162058&tipo=0,
160447,Marcos Antônio Ramos da Hora,PE,,Marcos Antonio,"PSC,sp,PAN,PRB",Secundário,,53,http://www.camara.gov.br/internet/deputado/bandep/141499.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160447&tipo=0,
160809,Maurício Gonçalves Trindade,BA,,Maurício Trindade,"PPB,PST,PL,PR,PROS",Médico e Dentista,,53.54,http://www.camara.gov.br/internet/deputado/bandep/141506.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160809&tipo=0,
160080,Nelson Goetten de Lima,SC,,Nelson Goetten,"PDS,PP,PFL,PL,PR","Agricultor, Empresário Industrial e Motorista",,53,http://www.camara.gov.br/internet/deputado/bandep/141511.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160080&tipo=0,
160507,Neudo Ribeiro Campos,RR,,Neudo Campos,"PRN,PTB,PPB,PFL,PP",Engenheiro Civil,,53,http://www.camara.gov.br/internet/deputado/bandep/141512.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160507&tipo=0,
161685,Paulo Piau Nogueira,MG,,Paulo Piau,"PMDB,PPS,PFL,PP",Engenheiro Agrônomo e Produtor Rural,,53.54,http://www.camara.gov.br/internet/deputado/bandep/141519.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161685&tipo=0,
160086,Raymundo Veloso Silva,BA,,Veloso,"PDT,PFL,PDT,PPS,PMDB","Advogado, Professor e Comunicador de Rádio",,53,http://www.camara.gov.br/internet/deputado/bandep/141524.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160086&tipo=0,
161371,Sergio Antonio Nechar,SP,,Dr. Nechar,"PMDB,PFL,PSDB,PDT,PV,PP",Médico e Administrador de Empresas,,53,http://www.camara.gov.br/internet/deputado/bandep/141540.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161371&tipo=0,
161359,Solange Amaral,RJ,,Solange Amaral,"PV,PFL,PTB,PFL,DEM",Psicóloga,,53,http://www.camara.gov.br/internet/deputado/bandep/141546.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161359&tipo=0,
160218,Vicente Alves de Oliveira,TO,,Vicentinho Alves,"PDT,PFL,PSDB,PL,PR","Agropecuarista, Empresário e Piloto Comercial Multimotores e IFR",,53,http://www.camara.gov.br/internet/deputado/bandep/141554.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160218&tipo=0,
162272,Vitor Penido de Barros,MG,,Vitor Penido,"DEM,MDB,PDS,PFL","Pecuarista, Avicultor, Comerciante e Empresário Rural",,53.54,http://www.camara.gov.br/internet/deputado/bandep/141557.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162272&tipo=0,
160219,Waldir Neves Barbosa,MS,,Waldir Neves,"PMDB,PDT,PTB,PSDB",Empresário e Produtor Rural,,53,http://www.camara.gov.br/internet/deputado/bandep/141559.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160219&tipo=0,
160190,William Boss Woo,SP,,William Woo,"PV,PSDB,PPS,PP","Bacharel em Direito, Engenheiro Mecânico e Policial Civil",,53.55,http://www.camara.gov.br/internet/deputado/bandep/141563.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160190&tipo=0,
182632,José de Andrade Maia Filho,PI,,Maia Filho,"PP,SD,PFL,DEM,PP",Empresário,,53.55,http://www.camara.gov.br/internet/deputado/bandep/151965.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=182632&tipo=0,
189098,Aguinaldo Velloso Borges Ribeiro,PB,PB,Aguinaldo Ribeiro,"PP,PHS,PEN,ALPB",Administrador,,54.55,http://www.camara.gov.br/internet/deputado/bandep/160527.jpg,,http://www.politicos.org.br/aguinaldo-velloso-borges-ribeiro,pt.wikipedia.org/wiki/Aguinaldo_Ribeiro,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189098&tipo=0,
189188,William Dib,SP,,William Dib,"PSB,PTB,MDB,PMDB,PSDB",Médico,,54,http://www.camara.gov.br/internet/deputado/bandep/160586.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189188&tipo=0,
105484,Maria Teresa Saenz Surita Jucá,SP,,Teresa Surita,"PMDB,PDS,PSDB,PPS",Servidora Pública e Publicitária,,54,http://www.camara.gov.br/internet/deputado/bandep/160608.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=105484&tipo=0,
189218,José Almeida Lima,SE,,Almeida Lima,"PSB,PDT,MDB,PMDB,PSDB,PPS",Advogado e Professor de Direito,,54,http://www.camara.gov.br/internet/deputado/bandep/160626.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189218&tipo=0,
189068,Jorge Silva,ES,,Dr. Jorge Silva,"PDC,PT,PP,PROS,PHS",Médico,,54.55,http://www.camara.gov.br/internet/deputado/bandep/160643.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189068&tipo=0,
189046,Fernando Dantas Torres,BA,,Fernando Torres,"PTdoB,PRTB,PSD",Empresário,,54.55,http://www.camara.gov.br/internet/deputado/bandep/160676.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189046&tipo=0,
167030,Geraldo Tenuta Filho,SP,,Bispo Gê Tenuta,"PSDB,PTB,PFL,DEM","Comunicólogo em Televisão, Pastor Evangélico, Teólogo, Empresário Têxtil, Comunicador de Rádio, Bispo Evangélico e Conselheiro do Estado",,53,http://www.camara.gov.br/internet/deputado/bandep/3155.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=167030&tipo=0,
108903,Maria Helena Veronese Rodrigues,RS,,Maria Helena,"PSDB,PST,PMDB,PPS,PSB",Advogada e Professora,,"52,53,55",http://www.camara.gov.br/internet/deputado/bandep/64960.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=108903&tipo=0,
104934,Miguel Arraes de Alencar,CE,,Miguel Arraes,"PSD,PST,PMDB,PSB",Advogado e Economista,,52,http://www.camara.gov.br/internet/deputado/bandep/65511.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=104934&tipo=0,
103824,Ricardo Wagner de Carvalho Lago,MA,,Wagner Lago,"MDB,PMDB,PDT,PP,PDT",Advogado e Promotor Público,,52,http://www.camara.gov.br/internet/deputado/bandep/65551.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=103824&tipo=0,
100893,Maurílio Figueira de Ferreira Lima,PE,,Maurílio Ferreira Lima,"MDB,PMDB,PSDB,PMDB",Advogado,,,http://www.camara.gov.br/internet/deputado/bandep/65904.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100893&tipo=0,
103750,Antônia Lúcia Navarro Braga,PB,,Lúcia Braga,"PSD,PFL,PDT,PMN,PTB,PT,PMDB,sp,PMDB",Assistente Social,,52,http://www.camara.gov.br/internet/deputado/bandep/65987.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=103750&tipo=0,
102993,Assis Canuto,GO,,Assis Canuto,"PPB,PP,ARENA,PDS,PMDB,PFL,PL,PTR,PDT",Engenheiro Agrônomo,,,http://www.camara.gov.br/internet/deputado/bandep/66476.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102993&tipo=0,
102670,Haroldo Freitas Pires de Sabóia,MA,,Haroldo Sabóia,"MDB,PMDB,PDT,PT","Jornalista, Servidor Público e Analista de Sistemas",,,http://www.camara.gov.br/internet/deputado/bandep/68676.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102670&tipo=0,
102055,Noel de Oliveira,RJ,,Noel De Oliveira,"PTB,MDB,PP,PMDB",Comerciário e Vendedor Autônomo,,,http://www.camara.gov.br/internet/deputado/bandep/73418.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=102055&tipo=0,
98864,Rubem Medina,RJ,,Rubem Medina,"MDB,PDS,PFL,PRN,PFL",Economista e Administrador de Empresas,,,http://www.camara.gov.br/internet/deputado/bandep/73422.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98864&tipo=0,
98700,Simao Sessim,RJ,,Simão Sessim,"UDN,PPR,PPB,PPB,PP",Advogado e Professor,,"52,53,54,55",http://www.camara.gov.br/internet/deputado/bandep/73424.jpg,,http://www.politicos.org.br/simao-sessim,pt.wikipedia.org/wiki/Simão_Sessim,"Investigado por corrupção passiva, lavagem de dinheiro, formação de quadrilha. Incluído na lista de políticos do PP que recebia propina.",,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98700&tipo=0,
101001,Adhemar de Barros Filho,SP,,Adhemar De Barros Filho,"MDB,ARENA,PDS,PDT,PRP,PPB","Industrial, Empresário e Químico",,,http://www.camara.gov.br/internet/deputado/bandep/73426.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101001&tipo=0,
96794,Alberto Goldman,SP,,Alberto Goldman,"MDB,PMDB,PCB,PMDB,PSDB",Engenheiro Civil,,52,http://www.camara.gov.br/internet/deputado/bandep/73427.jpg,,,,"Conselheiro dos Correios. Ex-governador de SP, ex-conselheiro da Sabesp.&nbsp;<a href=""https://www.noticiasaominuto.com.br/politica/250254/kassab-indica-ex-governador-de-sppara-conselho-dos-correios"">https://www.noticiasaominuto.com.br/politica/250254/kassab-indica-ex-governador-de-sppara-conselho-dos-correios</a>",,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=96794&tipo=0,
101037,Almino Monteiro Alvares Affonso,AM,,Almino Affonso,"PSB,PTB,PMDB,PDT,PSDB,PSB",Advogado,,,http://www.camara.gov.br/internet/deputado/bandep/73429.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101037&tipo=0,
96986,Ary Kara José,SP,,Ary Kara,"MDB,PMDB,PPB,PTB",Advogado,,52,http://www.camara.gov.br/internet/deputado/bandep/73435.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=96986&tipo=0,
101145,Ayres da Cunha Marques,SP,,Ayres Da Cunha,"PSD,PL,PSDB,PFL","Médico, Empresário e Administrador",,,http://www.camara.gov.br/internet/deputado/bandep/73436.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101145&tipo=0,
97082,Celso Ubirajara Russomanno,SP,SP,Celso Russomanno,"PFL,PSDB,PP,PRB","Apresentador de Televisão, Repórter e Bacharel Em Direito",,"52,53,55",http://www.camara.gov.br/internet/deputado/bandep/73441.jpg,,http://www.politicos.org.br/celso-ubirajara-russomanno,pt.wikipedia.org/wiki/Celso_Russomanno,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97082&tipo=0,
98560,Valdemar Corauci Sobrinho,SP,,Corauci Sobrinho,"ARENA,PDS,PFL,PL,PFL","Advogado, Professor Universitário e Técnico em Contabilidade",,52,http://www.camara.gov.br/internet/deputado/bandep/73442.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98560&tipo=0,
97128,Antônio Henrique Bitencourt Cunha Bueno,SP,,Cunha Bueno,"ARENA,PDS,PPR,PPB",Economista e Corretor de Seguros,,,http://www.camara.gov.br/internet/deputado/bandep/73443.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97128&tipo=0,
101073,Antonio da Cunha Lima,PB,,Cunha Lima,"PT,PDT,PSDB,PPB",Administrador de Empresas e Empresário,,,http://www.camara.gov.br/internet/deputado/bandep/73444.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101073&tipo=0,
97155,Antônio Delfim Netto,SP,,Delfim Netto,"PDS,PPR,PPB,PP,PMDB",Economista e Professor,,52,http://www.camara.gov.br/internet/deputado/bandep/73445.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97155&tipo=0,
97075,Carlos Fernando Zuppo Franco,SP,,Fernando Zuppo,"ARENA,PDS,PTB,PDT,PSDC",Advogado,,,http://www.camara.gov.br/internet/deputado/bandep/73451.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97075&tipo=0,
96847,André Franco Montoro,SP,,Franco Montoro,"PDC,MDB,PMDB,PSDB","Advogado, Professor Universitário, Servidor Público e Procurador",,,http://www.camara.gov.br/internet/deputado/bandep/73452.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=96847&tipo=0,
100360,Airton Bernardo Roveda,PR,,Airton Roveda,"PMDB,PDT,PFL,PSDB,PTB,PMDB,PTB,PPS,PR",Comerciante e Minerador,,52.53,http://www.camara.gov.br/internet/deputado/bandep/73457.jpg,,,,Peculato,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100360&tipo=0,
100344,Gustavo Bonato Fruet,PR,PR,Gustavo Fruet,"PMDB,sp,PSDB",Advogado,,52.53,http://www.camara.gov.br/internet/deputado/bandep/73460.jpg,,http://www.politicos.org.br/gustavo-bonato-fruet,pt.wikipedia.org/wiki/Gustavo_Fruet,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100344&tipo=0,
100347,Iris Xavier Simões,PR,,Íris Simões,"PL,PPB,PSDB,PTB,PR",Radialista,,52.53,http://www.camara.gov.br/internet/deputado/bandep/73461.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100347&tipo=0,
100385,José Carlos de Castro Martinez,SP,,José Carlos Martinez,"PDS,PMDB,PRN,PTB",Administrador de Empresas,,52,http://www.camara.gov.br/internet/deputado/bandep/73462.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100385&tipo=0,
100314,Rubens Bueno,PR,,Rubens Bueno,"MDB,PMDB,PSDB,PPS",Professor,,54.55,http://www.camara.gov.br/internet/deputado/bandep/73466.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100314&tipo=0,
100332,Joaquim Dos Santos Filho,PR,,Santos Filho,"PSD,ARENA,PDS,PFL",Advogado,,,http://www.camara.gov.br/internet/deputado/bandep/73467.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100332&tipo=0,
99977,Antônio Carlos Konder Reis,SC,,Antônio Carlos,"UDN,ARENA,PDS,PPR,PPB,PFL","Advogado, Economista e Museólogo",,,http://www.camara.gov.br/internet/deputado/bandep/73468.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99977&tipo=0,
99960,Gervásio José da Silva,SC,,Gervásio Silva,"PDS,PL,PFL,DEM,PSDB","Empresário, Contador e Corretor de Imóveis",,52.53,http://www.camara.gov.br/internet/deputado/bandep/73472.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99960&tipo=0,
99337,Roberto Argenta,RS,,Roberto Argenta,"MDB,PMDB,PFL,PHS",Empresário,,,http://www.camara.gov.br/internet/deputado/bandep/73487.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99337&tipo=0,
99343,Synval Sebastião Duarte Guazzelli,RS,,Synval Guazzelli,"UDN,PMDB,PP,ARENA",Advogado,,,http://www.camara.gov.br/internet/deputado/bandep/73488.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99343&tipo=0,
100926,Narciso Mendes de Assis,RN,,Narciso Mendes,"ARENA,PDS,PFL,PPB,PP","Industrial, Engenheiro Civil e Comerciante",,52,http://www.camara.gov.br/internet/deputado/bandep/73499.jpg,http://veja.abril.com.br/infograficos/rede-escandalos/perfil/narciso-mendes.shtml?scrollto=conteudo-rede,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100926&tipo=0,
97725,José de Castro Coimbra,MS,,José Coimbra,"PTB,ARENA,MDB,PMDB,PFL,PTB",Médico,,,http://www.camara.gov.br/internet/deputado/bandep/73538.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97725&tipo=0,
97769,José Masci de Abreu,SP,,José De Abreu,"MDB,PTB,PSDB,PTN",Industrial,,,http://www.camara.gov.br/internet/deputado/bandep/73539.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97769&tipo=0,
101620,José Aristodemo Pinotti,SP,,Dr. Pinotti,"PMDB,PSB,PV,PMDB,PFL,DEM",Médico,,52.53,http://www.camara.gov.br/internet/deputado/bandep/73542.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101620&tipo=0,
101763,Luiz Carlos Dos Santos,MG,,Luiz Carlos Santos,"PDC,MDB,PMDB,PFL",Advogado e Administrador de Empresas,,52,http://www.camara.gov.br/internet/deputado/bandep/73546.jpg,,,,,,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101763&tipo=0,
